name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Kevin Henry,OT,24,6041,299,4.93,4.71,31,23,101.9
Shadow Stokes,OC,23.8,6017,296,5.05,4.65,31,29,100.5
Jake Silas,OT,,6067,306,5.38,4.58,28,,100.9
Vince Kowalski,OG,22.9,6040,295,5.2,4.77,29,28,99.4
Cody Clay,OG,24.4,6051,304,5.27,5.08,28,30,99.1
Tony Feo,OG,,6032,306,5.29,5.01,30.5,36,99
Takoby Cofield,OT,23.7,6042,310,5.19,4.79,31.5,23,100.2
Mike Criste,OC,,6052,318,5.38,4.8,27,24,99.5
Ty Sambrailo,OT,23.6,6057,311,5.36,4.58,29,23,99.7
Robby Ignagni,OG,,6016,320,5.43,4.88,27,,98.4
Shane McDermott,OC,,6034,301,5.34,4.75,29,27,99.3
Alex Mateas,OC,24.5,6035,299,5.31,4.87,30.5,22,99.2
Chad Slade,OG,23.4,6052,313,5.12,4.74,29.5,25,98.1
Marcus Reed,OG,23.2,6033,355,5.39,5.03,25.5,26,97.9
Brandon Vitabile,OC,,6016,301,5.1,4.56,26.5,,98.7
Andrew Donnal,OT,23.6,6057,313,5.31,4.77,32,23,98.9
Matthew Bates,OG,,6026,317,5.19,4.97,29,25,97.5
Cody Gibson,OT,23,6065,277,5.07,4.6,30.5,18,98.6
Jack Abercrombie,OC,,6015,295,5.19,4.64,29,,98.1
Kaleb Johnson,OG,22.6,6040,303,5.16,4.93,23,34,97
Kendall Lamm,OT,23.3,6052,302,5.25,4.61,26,25,97.8
Matthew Ashley,OG,,6047,325,5.44,4.83,26.5,22,96.7
Quinterrius Eatmon,OT,,6062,310,5.41,4.89,27,27,97.5
Tommy Gaul,OC,24.2,6030,288,5.2,4.65,28.5,24,97.4
Tyrus Thompson,OT,,6047,324,5.35,4.92,29,29,97.2
Tayo Fabuluje,OG,,6063,353,5.55,4.77,29.5,16,95.7
Zac Epping,OG,23.7,6016,312,5.4,4.69,27.5,22,95.7
Max Garcia,OC,23.9,6041,309,5.24,5.12,28,30,96.1
Raymond Klugey,OG,23.7,6034,285,5.15,4.96,30.5,26,95.1
Jeremiah Poutasi,OG,21.1,6051,335,5.32,4.89,27,26,95.1
Tanner Crum,OC,22.8,6013,301,5.33,4.74,27.5,32,96
Ryan Bingaman,OT,,6054,277,5.19,4.74,32,21,95.9
Aaron Sprinkle,OC,,6022,307,5.27,4.65,25.5,23,95.6
La'el Collins,OT,22.1,6044,305,5.12,4.63,27,21,95.5
Robert Myers,OG,23.8,6046,326,5.44,4.91,27.5,,94.6
Connor Kruse,OG,,6043,308,5.37,4.68,28,25,94.4
Blaine Clausell,OT,23.7,6061,329,5.21,4.79,27,23,95.1
Jack Rummells,OT,23.3,6054,301,5.5,4.9,29,24,94.9
Kevin Whimpey,OG,25.2,6052,306,5.31,4.82,26.5,39,93.9
Dillon Day,OC,23.9,6033,301,5.23,4.76,26,23,94.9
Watts Dantzler,OT,23.9,6071,302,5.35,4.83,29,20,94.6
Daniel Quave,OG,23.9,6025,310,5.46,4.71,27,22,93.8
Gus Cruz,OG,25,6030,302,5.49,4.92,27.5,30,93.1
Jarad Martin,OT,22.2,6036,311,5.37,4.88,27,18,93.8
Kyle Roberts,OT,23.7,6062,303,5.21,4.76,24,25,93.7
Mike Moudy,OG,23.7,6051,310,5.43,4.75,26,21,92.9
Kody Afusia,OG,,6020,303,5.34,4.87,28.5,22,92.9
Darrell Williams,OT,,6046,301,5.45,4.99,28.5,22,93.5
Alex Land,OG,23.4,6031,294,5.32,4.59,27,26,92.7
Marcus Matthews,OC,22.8,6032,333,5.56,4.76,26,23,93.7
Fabbians Ebbele,OT,23.5,6074,311,5.53,4.69,31,22,93.4
Torrian Wilson,OG,,6027,310,5.44,4.7,24,29,92.5
Will Corbin,OG,23.9,6040,312,5.22,5.14,24.5,29,92.5
James Triplett,OG,,6041,299,5.49,4.82,28,26,92.1
Matt Stolte,OG,23.8,6032,267,5.02,,28,19,92.1
Byron Pinkston,OG,23,6011,295,5.38,4.47,26,26,92
Brett Boyko,OG,23.1,6065,301,5.49,4.75,26.5,17,91.7
Connor Rains,OT,23.5,6062,328,5.32,4.95,24.5,24,91.9
Kelson Patterson,OT,,6055,322,5.53,,25,33,91.8
Austin Shepherd,OT,23.3,6043,315,5.26,4.7,29,17,91.8
Jon Feliciano,OG,23.6,6037,323,5.29,4.74,26.5,23,91
Sean Donnelly,OT,24,6081,335,5.46,4.84,26,19,91.5
Mitchell Bell,OG,23,6025,347,5.22,5.02,27,21,90.8
Jake Cotton,OG,24.2,6066,300,5.34,4.87,28,18,90.7
Jaydell Roy,OG,,6050,349,5.64,5.1,27.5,22,90.7
Derek Schatz,OC,,6020,299,5.35,4.8,28.5,24,91.7
Matt Galas,OC,23.9,6000,287,5.27,4.69,23.5,29,91.6
Patrick Miller,OT,,6066,292,5.22,4.84,27.5,16,91.1
Reese Dismukes,OC,22.9,6026,296,5.31,4.7,27.5,23,91.2
Kevin Schloemer,OG,23.7,6061,312,5.46,5,28.5,25,90.1
Chris Brathwaite,OG,,6007,286,5.01,4.78,27,22,89.7
Daryl Williams,OT,,6052,327,5.34,5.15,26,27,89.9
Chase Nelson,OT,23.7,6083,318,5.2,4.72,24,22,89.9
Dillon Bonnet,OC,,6000,293,5.53,4.88,29,30,90.4
Cole Caruthers,OG,,6041,287,5.12,4.89,27,27,89.3
Andy Gallik,OC,24,6023,306,5.5,4.58,27,29,90.3
Danny Groulx,OT,,6052,325,5.46,5.02,26.5,21,89.5
Andrew Edouard,OC,,6007,307,5.44,4.84,31,19,90.2
Josh Hendershot,OG,24,6024,292,5.35,4.6,28.5,20,89
Rob Havenstein,OT,23.4,6073,321,5.46,4.87,28.5,20,89.3
Terrence Jones,OG,23.1,6027,319,5.5,5.19,30,22,88.8
Lincoln Hansen,OT,24.3,6054,300,5.22,4.78,24.5,30,88.9
Cameron Jefferson,OG,21.6,6047,317,5.3,4.97,24.5,19,88.4
Anthony Landry,OG,,6016,320,5.59,5.02,28,,88.2
Kevin Hart,OC,,6032,252,4.98,4.6,29.5,22,89.3
Cyril Lemon,OG,,6026,312,5.45,4.84,24,14,88
Jacob Gannon,OT,23.6,6062,309,5.2,4.89,23.5,22,88.3
Tyler Loos,OT,23.1,6045,294,5.42,4.75,28,20,88.2
Ucambre Williams,OG,23.1,6005,292,5.26,5.18,28,26,87.9
Greg Ray,OC,,6033,308,5.38,5.02,24,25,88.8
Cody Harris,OT,24.2,6043,313,5.51,4.9,23,33,88
Miles Dieffenbach,OG,24.1,6041,301,5.32,4.69,27,24,87.5
David Peterson,OC,23.5,6034,295,5.29,4.9,24.5,23,88.4
David Beasley,OG,24.9,6041,340,5.62,5.06,23,25,87.3
Chad Kolumber,OG,,6064,330,5.59,5.01,26.5,18,87.3
Josh Tremblay,OT,21.9,6036,284,5.22,4.65,25,21,87.5
Mickey Baucus,OT,23.6,6064,298,5.45,4.83,31.5,25,87.3
Tyler Moore,OG,22.8,6055,324,5.58,4.84,26,22,87
Demechery Hickingbottom,OG,,6033,345,5.56,5.47,24.5,,87
Jamal Price,OG,22.7,6056,337,5.66,5.07,25,,87
Eric Lefeld,OT,23.7,6054,298,5.25,4.9,27,12,87.1
Chadwick Rives,OG,,6041,314,5.41,5.23,24,18,86.8
A.J. Kaplan,OG,22.7,6035,275,5.23,4.83,27,18,86.8
Arie Kouandjio,OG,22.1,6046,310,5.48,5.38,25.5,,86.8
Seth Betancourt,OT,23.5,6050,308,5.4,4.87,26.5,23,86.9
Isaiah Shelton,OC,,6010,294,5.26,4.62,26.5,20,87.7
Nick Allison,OG,,6037,300,5.48,4.87,25.5,19,86.4
Jeff Myers,OG,23.5,6022,301,5.27,4.86,25.5,22,86.3
Leon Brown,OG,,6056,332,5.95,5.34,20,,86.2
Me'kale Carter,OG,,6053,301,5.32,5.02,29.5,24,85.9
Spencer Myers,OG,,6026,269,5.27,5.05,27,29,85.8
Jacob Ruby,OT,,6065,312,5.4,4.83,24,17,85.9
Campbell Allison,OG,23.3,6057,339,5.66,5.01,24,19,85.6
Doniel Gambrell,OG,25.9,6052,305,5.69,5.06,24,23,85.6
Antonio Ford,OG,23.9,6030,296,5.43,4.9,24,34,85.4
Garrison Ushery,OG,22.2,5115,309,5.28,4.93,24,22,85.3
Chris Hawkins,OG,23.2,6022,310,5.39,4.85,27,20,85.2
Chris Grisbhy,OG,23.8,6040,352,5.5,5.01,23.5,25,85.1
Travis Jackson,OG,24.2,6031,297,5.46,4.84,28,26,85
Sal Conaboy,OC,24.9,6034,301,5.3,4.74,25,21,86.1
Chris Jasperse,OC,,6033,292,5.38,4.88,24,25,85.7
Bobby Hart,OG,21.4,6046,329,5.61,5.15,27,22,84.5
B.J. Finney,OC,23.9,6036,318,5.25,4.76,24,20,85.6
Caleb Farris,OC,23.9,6032,307,5.21,4.81,25.5,22,85.6
Dana Harris,OG,22,6017,300,5.35,5.01,25,16,84.4
Reece Johnston,OG,,6025,288,5.25,4.95,26,27,84.4
Keith Bendixen,OG,23.5,6026,313,5.43,5.06,24,26,84.4
Tre Jackson,OG,22.8,6036,330,5.52,5.27,25,20,84.4
Manrey Saint-Amour,OC,22.7,6007,285,5.22,5.09,28,23,85.4
Darrian Miller,OT,,6047,307,5.25,4.84,25,16,84.1
Braden Lyons,OC,,6041,294,5.41,5.01,27.5,,85.2
Mark Beard,OG,23.9,6031,299,5.56,5.03,28,25,84
Ben Beckwith,OG,23.8,6032,313,5.37,4.78,27.5,16,83.8
Dominique Vaughn,OG,22,6016,290,5.29,4.95,29,,83.8
Elliott Porter,OC,23.8,6032,310,5.47,4.97,24,34,84.9
Tony Jacob,OG,,6075,376,5.72,5.14,28,23,83.6
Rashad Fortenberry,OT,24.8,6045,296,5.37,4.9,26,17,83.4
Jaime Martinez,OG,,6024,323,5.55,4.9,27,19,83.5
Charlie Will Tuttle,OG,23.7,6010,299,5.39,4.76,24.5,24,83.5
Junior Salt,OG,27.8,6022,326,5.48,4.97,21.5,32,83.3
Vincent Brown,OT,24,6060,344,5.22,5.34,21,20,83
Evan Washington,OG,23.9,6046,322,5.62,5.45,26.5,25,83.1
Vance Ross,OG,,6025,290,5.59,4.88,27,,83.1
Carlton Martin,OG,23.4,6013,298,5.31,4.89,27,18,82.9
Erik Buchholz,OT,,6053,299,5.29,4.93,28,17,82.7
Logan Hauserman,OT,24.2,6055,301,5.44,4.91,27.5,17,82.7
Colin Glasco,OG,,6031,278,5.55,4.73,29,20,82.9
Michael D. Thornton,OC,,5112,282,5.6,5.02,,17,83.6
Steven Gurrola,OC,,6010,289,5.44,4.96,29.5,22,83.5
Joe Townsend,OC,22.5,6034,315,5.64,4.9,24.5,24,83
Devin Flowers,OG,,6030,310,5.4,,22,,81.6
Rowdy Harper,OG,23.9,6044,309,5.83,5.15,25,25,81.4
Ross Hall,OG,24,6030,294,5.43,4.91,25,22,81.4
Dallas Lewallen,OG,,6057,314,5.62,4.91,22,24,81.3
LaMar Bratton,OC,23.1,6002,284,5.3,,30,19,82.2
Melvin Meggs,OG,23.6,6020,299,5.3,4.88,26,22,81.1
Betim Bujari,OC,23.3,6034,298,5.37,4.93,25,21,82
Hamani Stevens,OG,,6017,319,5.55,4.7,20.5,33,80.7
Nico Carlson,OG,23.9,6017,295,5.53,4.88,24,25,80.5
Matt Huffer,OT,23.6,6064,285,5.36,4.88,27,14,80.1
Jake Smith,OC,23.5,6033,306,5.51,4.89,23,23,81.5
Nathan Guertler,OT,,6043,260,5.26,4.7,27.5,15,79.9
Michael Boyefio,OG,,6005,334,5.68,5.17,26,25,80.3
Josue Matias,OG,22.7,6054,309,5.35,5.12,24.5,21,80.2
Edward Fusi,OC,,5114,331,5.56,4.93,23,27,81.4
Cornelius Edison,OG,22.2,6025,307,5.36,4.92,25,25,80.1
Daniel Blitch,OG,24.3,6054,343,5.62,4.9,21,25,80
Terrence Pendleton,OG,,6016,343,5.72,5.16,23,27,79.8
Michael Husar,OC,,5115,283,5.3,4.72,25.5,25,81
Michael Miller,OC,,6002,275,5.25,4.74,26,28,80.9
Dave Lefotu,OG,,6021,309,5.65,5.14,25,24,79.4
David Griffin,OT,,6054,300,5.19,5.09,25,15,78.9
Davis Walton,OG,24.1,6037,305,5.44,4.89,23,22,79.3
Al Bond,OG,23.6,6036,303,5.4,4.65,24,22,79.1
Dionte Savage,OG,,6043,347,5.49,5.08,23,23,79.1
Brey Cook,OT,22.4,6053,303,5.33,5.03,20.5,32,78.3
Marc Pouvave,OG,22,6035,316,5.52,5.03,24,11,78.7
Xavier Rubin,OG,24.7,6020,310,5.37,5.03,23.5,23,78.2
Sean Shigematsu,OG,,6046,288,5.63,5.07,26.5,,78.1
Luke Chiarolanzio,OG,22.1,6036,295,5.83,5.15,25,,77.9
Joseph Treadwell,OT,22.7,6050,304,5.64,5.04,23.5,15,77.3
William Ray Robinson,OG,,6021,301,5.21,4.89,23,18,77.7
Dewayne Houston,OG,,6025,303,5.19,5.21,27,23,77.6
Domanic Wilson,OG,24.8,6032,300,5.46,,24,20,77.3
Victor Moli,OG,22.9,6017,330,5.67,5.18,24.5,24,77.1
Josh Walker,OG,22.8,6027,313,5.49,4.91,20.5,18,76.4
Derek Butcher,OG,,6033,284,5.45,5.09,26,20,76.4
Alex Hill,OC,23.7,6033,316,5.47,5.07,22.5,25,77.6
Ian Gray,OT,23.9,6073,341,5.82,5.08,21.5,23,75.5
Austin Gund,OC,,6023,296,5.65,4.76,24,17,76.9
E.J. Perry,OG,,6013,286,5.25,5.18,24,,75.3
Mike Marboe,OC,,6016,304,5.59,4.87,25.5,18,76.1
Conner Davis,OG,,6053,299,5.65,4.98,22.5,17,74.8
Darrius Moore,OG,,6015,340,5.56,5.34,25,19,74.7
Josh Mann,OC,22.6,6030,298,5.63,4.89,22.5,19,75.7
Jerel Watkins,OG,24.6,6024,299,5.43,5.18,20,28,74.4
Max Holcombe,OC,23.8,6020,304,5.72,5.09,20.5,23,75.3
David Delsoin,OT,24,6052,308,5.45,5.18,22.5,20,72.6
Antoine Everett,OG,23.9,6030,323,5.72,5.18,20.5,21,73.4
David Fredrickson,OG,,6015,284,5.77,5.12,22.5,21,73.4
Arthur Ray,OG,26.3,6015,292,5.69,4.97,21,26,73.2
Tim Wynn,OC,23.9,6021,298,5.53,4.87,22.5,18,73.7
Danny Bunch,OG,25,6036,357,5.64,5.38,21,15,71.4
Kevin McIntyre,OG,23.6,6020,304,5.66,5.06,23.5,30,70.3
Roy Garcia,OG,23.1,6012,291,5.62,5.03,25,20,70.3
Clayton Truitt,OG,,6033,293,5.67,5.01,23.5,21,69.7
Tre Glover,OG,23.4,6026,292,5.27,4.95,23,19,69.5
Antonio Johnson,OT,23.2,6056,307,5.64,5.07,23,5,67.1
Joe Kaleta,OT,,6066,318,5.71,5.05,17,19,64.7
Yousif Khoury,OT,23.8,6050,292,5.78,4.8,21.5,17,64.6
Cameron Clemmons,OT,,6062,298,5.62,4.94,24,14,63.8
Nykiren Wellington,OG,23.8,6051,300,5.73,5.16,23,9,64.1
Ronald Canty,OC,,6002,280,5.47,5.03,22,20,64.9
James Polk,OG,23.4,6057,354,6.02,5.39,23,12,60.8
Adam Shead,OG,,6035,338,5.74,5,,26,
Collin Rahrig,OC,23.9,6020,291,,,,,
Charles Sweeton,OT,23,6051,303,,,26.5,24,
Kalon Davis,OG,24,6050,325,,,,,
Bobby Vardaro,OG,23.9,6040,309,,4.59,28,34,
Jermaine Barton,OT,23.5,6065,332,,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Jermaine Barton,OT,23.5,6065,332,,,,,
Brian Mihalik,DT,23,6087,302,4.86,4.37,35.5,23,138.7
David Irving,DT,22,6073,273,4.82,4.52,38,13,130
B.J. McBryde,DT,23.9,6051,292,5,4.25,31.5,24,128.9
Mike Bennett,DT,22.6,6020,293,5.04,4.28,33.5,,128.8
Warren Herring,DT,23.7,6022,287,5.2,4.57,35,28,127.2
Tory Slater,DT,22,6041,290,4.95,,35,31,127
Josh Watson,DT,25.6,6041,298,5.03,4.65,32.5,37,126.7
Grady Jarrett,DT,22.4,6006,304,5.06,4.56,31,33,126.6
Xavier Cooper,DT,,6027,293,4.86,4.37,29,29,126
Vince Taylor,DT,23.3,6006,304,5.34,4.58,34.5,36,123.1
Tyeler Davison,DT,23,6015,316,5.14,4.46,33,32,120
Henry Anderson,DT,24.1,6062,294,4.97,4.19,30,23,120
Rakeem Nunez-Roches,DT,22.2,6022,307,5.02,4.69,34,26,119.7
David Parry,NT,23.5,6012,308,5.38,4.34,29,34,113.6
Darius Philon,DT,21.7,6013,298,4.89,4.75,31,26,119
Christian Covington,DT,22,6023,289,4.9,4.43,30.5,24,119
Alfy Hill,DT,24.1,6035,283,4.89,4.83,31.5,22,118.6
Caushaud Lyons,DT,22.8,6044,284,4.86,4.55,30.5,24,117.9
Bradon Prate,DT,24,6030,288,4.83,4.5,31,25,117.9
Angelo Blackson,NT,22.9,6043,318,4.97,4.57,31,21,112.1
James Rouse,DT,,6045,277,4.89,4.7,29,38,116.3
Arik Armstead,DT,20.9,6071,292,5.1,4.53,34,24,116.3
Deon Simon,NT,25.2,6043,321,5.12,4.76,29.5,35,110.7
Ellis McCarthy,NT,21.2,6045,338,5.21,5.07,32,24,110.7
Marcus Hardison,DT,23.6,6031,307,4.91,4.52,25.5,27,115.8
Carl Davis,DT,23.6,6045,320,5.07,4.47,33,28,115.8
T.Y. McGill,DT,,6002,299,4.94,4.81,29,25,115.3
Derrick Lott,DT,25.2,6040,314,4.99,4.44,26.5,30,115.1
Louis Trinca-Pasat,DT,24,6010,290,4.96,4.3,32,21,114.6
Laith Wallschleger,DT,23.5,6024,278,5.03,4.5,32.5,24,114.2
Jordan Phillips,NT,23,6052,329,5.17,4.68,30,28,108.1
Mike Douglas,DT,,6032,293,4.9,4.61,31,22,112.6
Hosea Crooms,NT,23.9,6014,368,5.49,,28.5,30,107.6
J.T. Surratt,DT,23.1,6010,304,5.05,4.71,31,33,111.8
Christian Ringo,DT,23.5,6006,293,4.93,,29,28,111.8
T.J. Randall,DT,23.6,6023,289,5.13,4.59,29.5,29,111.8
Bobby Richardson,DT,23.8,6025,283,4.99,4.41,32.5,24,111.1
Quayshawne Buckley,DT,24,6023,291,5.03,4.65,35,22,110.9
Leonard Williams,DT,21.2,6045,302,4.97,4.53,29.5,,110.7
Thomas Teal,NT,,6007,292,5.03,4.51,27.5,20,105.5
Joe Okafor,DT,24.3,6064,305,5.11,4.68,27,26,109.3
Josh Bredl,DT,24.7,6060,290,5.1,4.7,32.5,28,109.3
DeShawn Williams,DT,22.8,6004,303,5.02,4.66,30,28,108.7
Jordan Williams,DT,22.5,6044,289,4.97,4.45,30,22,108.4
Casey Davenport,DT,27.1,6014,283,4.98,4.57,29,25,108.4
Patrick Mertens,DT,24.9,6041,285,5.09,4.58,30.5,,108
Lexington Smith,DT,,6022,324,5.17,4.94,28.5,27,107.3
Cameron Beard,DT,24,6045,286,4.85,4.69,28.5,20,107.2
Rodney Gunter,DT,22.8,6043,298,5,4.75,27,20,107
Lucas Vincent,DT,,6016,295,5.01,4.52,28.5,23,106
Ofa Hautau,DT,22,6010,294,5.2,4.77,30.5,28,105.9
Danny Shelton,NT,22.6,6021,339,5.64,4.65,30.5,34,101.5
Chucky Hunter,DT,,5116,296,4.95,4.78,30,22,104.9
Travis Raciti,DT,23.3,6037,288,5.06,4.66,31.5,27,104.7
Kalafitoni Pole,DT,,6015,311,5.23,4.58,29,35,104.6
Barry Ballinger,DT,23.4,6010,301,5.17,4.55,28,,104.6
Kaleb Eulls,DT,24.2,6025,305,5.14,4.59,28,26,104.4
Jasper Coleman,DT,,6033,294,5.1,4.76,29.5,30,104.2
Anthony Orr,DT,,6037,283,5,,29,14,104.1
Malcom Brown,DT,21.6,6023,319,5.05,4.59,29.5,26,103.8
Evan Chrustic,DT,22.6,6041,284,4.95,5.09,28,24,103.5
Todd Chandler,NT,,5117,322,5.24,4.97,27.5,29,99.2
Leterrius Walton,NT,23.5,6047,319,5.25,4.78,27,25,99.2
Justin Hamilton,DT,22.1,6017,311,5.09,4.64,31.5,28,101.3
Ioane Sagapolu,DT,22,5112,287,5.14,4.64,26,26,100.6
Davon Walls,DT,,6043,301,5.05,,25,26,100.2
Gabe Wright,DT,23.5,6026,300,5.07,4.56,26.5,34,100.1
Dalton Barksdale,DT,,6026,310,5.38,4.57,27,25,99.9
Xavier Williams,NT,23.8,6016,320,5.31,5.01,25.5,30,96.6
Sam Meredith,DT,22.7,6041,283,5.08,4.74,32.5,18,99.5
Isiah Dunning,DT,,6014,289,5.08,4.8,29.5,23,99.3
Marvin Martin,DT,24,6022,304,5.19,5.09,30,30,99.2
Billy Dobbs,DT,,6033,284,5.22,4.63,31,23,99.2
Foloi Vae,DT,23.5,6007,286,5.1,4.55,27.5,20,99.2
Olsen Pierre,DT,,6043,293,5.15,4.69,28.5,20,99.1
Bryon Bennett,DT,23.9,6017,282,5.16,4.77,29.5,,99.1
Adam Williams,DT,23.4,6020,302,5.21,4.67,30,29,99.1
Daryl Waud,DT,,6045,294,5.12,4.58,31.5,21,99
George Riddick,DT,22.4,6026,315,5.28,4.69,23.5,32,99
Dan Pettinato,DT,23.4,6042,286,5,4.61,27,26,98.8
Samquan Evans,DT,,5113,289,5.2,4.78,28,27,98.5
Mike Thornton,DT,23.8,6007,295,5.03,4.71,29.5,26,98.3
Terrace Bourne,DT,,6001,334,5.33,4.97,25,26,97.4
Darius Kilgo,DT,23.8,6027,313,5.13,4.65,24,33,97.1
Kenneth Kirksey,DT,25.3,5115,269,4.93,4.96,27.5,,96.9
Terry Williams,NT,23.4,5117,329,5.24,,24,22,93.9
Justin Mitchell,DT,,6017,300,5.14,4.81,29,23,96.5
Darrian Wright,DT,,6007,278,5.06,4.64,28,23,96.2
Toby Johnson,DT,24,6030,312,5.28,4.65,26.5,25,96.2
Marcus Cribbs,NT,,6027,348,5.38,5.16,27.5,24,93.2
Cameron Botticelli,DT,23.9,6044,286,5.08,4.66,29.5,24,95.9
Malik Gumbs,DT,23.9,5106,295,5.29,4.87,26.5,32,95.7
Jaylen Jordan,DT,,6034,297,5,4.71,25.5,14,95.5
Chuka Ndulue,DT,,6016,281,5.15,4.55,28,28,94.6
Justin Martin,DT,,6007,273,5.21,4.64,27,35,94.6
Tyrone Smith,DT,23.1,6036,288,5.03,,26.5,22,94.2
Barron Dixon,DT,23,6032,302,5.34,4.72,30,19,94.1
Crishon Rose,DT,24.5,6024,299,5.03,4.62,25.5,20,94.1
Noel Clarke,DT,25.5,6030,304,5.29,,28.5,18,94.1
Justin Yancey,DT,24,6000,289,5.25,4.9,25.5,26,93.7
Lavon Hooks,DT,23.7,6033,312,5.23,4.82,27,18,93.6
Jeremiah Farley,DT,24,5114,294,5.3,4.87,27,33,93.5
Leon Orr,DT,,6047,323,5.16,4.9,28,20,93.4
Richard Burge,DT,23.6,6031,297,5.12,4.77,25.5,22,93.4
Tonga Takai,DT,22.9,6020,299,5.31,4.76,27.5,27,93.4
Troy Moore,DT,23.6,6024,291,5.26,4.75,28.5,34,93.3
DeAngelo Brooks,DT,,5117,300,4.91,4.74,28.5,18,93.3
Keontae Hollis,DT,23.1,6003,289,5.13,4.84,29.5,24,93.1
Curtis Hill,DT,,6010,300,5.16,,25.5,28,93.1
Austin Teitsma,DT,24.3,6016,277,5.24,4.53,26,28,93.1
Corey Stone,DT,,5115,289,5.23,4.73,31,24,92.3
Terry Redden,DT,22,6015,292,5.01,5.03,28.5,27,92
Marques Johnson,DT,,6011,300,5.37,4.63,28,29,91.8
Abe Cajuste,DT,22.2,6011,287,5.4,4.76,27.5,33,91.7
Eddie Goldman,DT,21.7,6037,336,5.28,4.82,24.5,19,91.6
Devonte Brown,DT,22.8,6040,307,5.18,4.96,24.5,26,91.4
Brandon Ivory,DT,,6024,309,5.34,4.79,27,16,91.2
Ashaad Mabry,DT,22.9,6024,322,5.32,5.18,22.5,26,91.1
Jaryl Mamea,DT,,5115,288,5.2,4.84,28,23,91
Bud Delva,DT,23.7,6012,298,5.13,4.83,26,30,90.5
Malcolm Goines,DT,,6012,313,5.22,4.79,27,20,90.2
Christopher Cormier,NT,23,6015,315,5.43,4.93,25.5,,88.1
Jeremy Hall,DT,,5112,286,5.11,4.8,28,21,89.7
Daniel Maynes,DT,,6030,301,5.69,5.03,28.5,35,89.6
Elkino Watson,DT,,6020,287,5.04,5.26,27.5,19,89.4
Rakeem Knight,DT,22.6,6013,332,5.24,4.88,22.5,25,89.2
Charles Tuaau,DT,,6035,328,5.43,4.94,24.5,24,89.1
Cameron McLeod,DT,23,6034,297,5.16,5.23,29.5,27,89
Ethan Farmer,DT,23.2,6020,295,5.28,4.8,25.5,23,89
Duvontae Covington,DT,,6016,325,5.53,5,23.5,26,88.9
Marquel Combs,DT,24,6016,294,5.25,5.12,25.5,21,88.8
Joey Mbu,NT,22.5,6027,313,5.54,4.84,26,21,87
Pasiaka Fahina,DT,24.9,5115,282,5.16,5.15,28,20,88.4
Chance Carter,DT,,6030,302,5.27,4.76,26,19,88.2
Carlif Taylor,DT,,6001,314,5.34,4.65,23.5,29,88.2
Angelo Pruitt,DT,23.3,6023,283,5.34,4.96,28,26,88
Dominique Davis,DT,,6047,277,5.28,4.95,26,16,87.6
Derrick Billups,NT,,6016,338,5.39,5.12,25.5,25,85.8
Ashton Dorsey,DT,,6015,302,5.41,,27,27,87.4
Jerome McClain,DT,23.1,6014,296,5.35,5.35,28,26,87
Harold Legania,DT,23.9,6025,304,5.33,5.21,27,23,86.9
Darious Cummings,DT,24.5,6011,310,5.42,4.88,26,22,86.2
Brandon Tennant,DT,,6015,312,5.53,4.73,24.5,22,86
Conor ONeal,DT,24.9,6030,318,5.59,4.9,25,27,84.9
Dontrell Onuoha,DT,23.7,6013,310,5.12,5.07,25,25,84.9
LaRyan King,DT,22.3,6004,311,5.51,4.88,25,21,84.8
Octavius Brown,DT,,5110,300,5.38,4.97,20.5,32,84.7
Eric Thompson,DT,,6016,305,5.44,,23,,84.2
James Castleman,DT,22.9,6024,299,5.48,4.65,28,25,84
Richard Ash,NT,23.1,6036,312,5.43,4.93,27,20,82.8
Jerry Mathis,DT,22.9,6022,309,5.38,5.2,24.5,24,83.9
Chris Brown,DT,,6030,333,5.53,5.06,26.5,21,83.2
Sam Sillmon,DT,,6015,323,5.86,5.07,25.5,,83.1
Terry Biles,DT,23.5,6026,293,5.15,4.91,25.5,22,82.9
Dexter Blackmon,DT,23.2,6025,286,5.4,4.95,32,12,82.7
Ben Bradley,DT,,6010,318,5.41,5.02,21,27,82.3
Drew Cheripko,DT,24.9,6035,277,5.21,4.64,25,23,82.2
Eric Crume,DT,21.9,6007,302,5.1,5.16,23,25,82
Jeffrey Whitaker,DT,23.5,6032,322,5.91,5.2,22,41,81.1
Valentino Coleman,DT,22.7,6004,302,5.12,4.89,22.5,19,81.1
Justin Waltzer,DT,22.6,6023,301,5.58,5.34,27,37,79.9
Bryan Keys,DT,22.7,6005,300,5.53,,25,,79.7
Tedarian Johnson,DT,,6010,279,5.41,4.82,28,17,78.6
P.J. Jones,DT,22.9,6024,298,5.38,5.02,23,23,78.1
Desmond Hollin,DT,23.1,6034,281,5.29,4.81,26.5,19,77.9
Devon McKinney,DT,23.5,6001,281,5.12,4.77,23,23,76.9
Kevin Dorn,DT,23,5093,247,5.03,4.98,27.5,21,75.7
David Butler,DT,,6040,268,5.16,5.14,24.5,17,75
Caleb Lawrence,DT,22.8,5113,312,5.47,4.89,22,22,75
Donovan Gordon,DT,24.5,5117,295,5.52,5.14,24,22,74.8
Maurice Chavis,DT,,5117,265,5.26,5.02,22,27,74.7
