name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Reggie Gilbert,EDGE,,6027,261,4.88,4.53,33.5,24,106.8
Darryl Paulo,EDGE,,6020,256,5.02,4.42,33,24,106.1
T.J. Semke,EDGE,,6015,250,4.96,4.38,32,37,105.9
Miles Grooms,EDGE,,6027,251,4.89,4.52,29,25,105.7
Anthony Lanier,EDGE,,6047,267,4.82,4.46,28,16,104.8
Dame Ndiaye,EDGE,,6027,245,4.88,4.58,35.5,27,104.6
Brennan Scarlett,EDGE,,6040,239,4.75,4.64,31.5,25,103.6
Keymiya Harrell,EDGE,,6042,266,4.88,4.48,30.5,20,102.9
Mehdi Abdesmad,EDGE,24.9,6062,284,5.1,4.57,30,25,102.7
Derek Floyd,EDGE,,6014,244,4.97,4.43,33,21,102.6
Silverberry Mouhon,EDGE,,6031,261,4.86,4.62,31,27,102.5
Eric Lee,EDGE,,6032,254,4.72,4.82,26.5,24,100.7
Aaron Ahner,EDGE,,6023,272,4.91,4.75,28,26,100.5
Giorgio Newberry,EDGE,24.8,6054,285,4.94,4.78,30,20,100.3
Sterling Bailey,EDGE,24,6040,285,5.03,4.64,30.5,20,99.9
Mike Moore,EDGE,,6032,269,4.92,4.47,29,28,99.7
Chris Landrum,EDGE,,6021,245,4.79,4.62,31,17,99.6
Allen Covington,EDGE,,6002,263,4.98,4.38,31,15,99.5
Greg Townsend Jr.,EDGE,,6024,258,4.86,4.55,31.5,19,97.1
Clay Miller,EDGE,,6034,271,4.91,4.65,31,18,96.7
Blake Serpa,EDGE,,6023,247,4.86,4.45,30,25,96.1
Martavius Foster,EDGE,,6034,258,4.89,4.57,33,24,95
Armonze Daniel,EDGE,,6027,250,4.87,4.67,30.5,19,95
Nate Meier,EDGE,,6005,249,4.91,4.41,30,21,94.5
Tom Lally,EDGE,,6010,255,5.12,4.68,,18,94.5
Kenny Nelson,EDGE,,6051,238,4.9,4.51,32.5,15,93.8
Chris Lee,EDGE,,6007,262,4.99,4.47,31,15,92.5
Ben Goodman Jr.,EDGE,,6030,256,4.99,4.53,30,14,92.2
Thomas Niles,EDGE,,6013,260,4.9,4.63,29.5,28,91.9
Louis Palmer,EDGE,,6010,269,5.03,4.53,28,21,91.4
Lorenzo Jackson,EDGE,,6015,254,5.12,4.57,33.5,15,91
Royce LaFrance,EDGE,,6031,258,5,4.6,29.5,16,90.7
D.J. Pettway,EDGE,,6021,265,4.93,4.66,29,18,90.6
Vontarrius Dora,EDGE,,6040,256,5.11,4.64,32,19,90.6
Keenan Noel,EDGE,,6010,248,5.08,4.53,30,18,88.7
Quinton Bradley,EDGE,,6027,268,4.98,4.91,30.5,23,88.4
Jamal Palmer,EDGE,,6014,243,4.98,4.72,27,12,88.2
Ron Thompson,EDGE,23.1,6030,253,4.92,4.5,,18,88.2
Rusmin Nikocevic,EDGE,,6027,251,4.96,4.58,29.5,26,88
Ugonna Awuruonye,EDGE,,6051,253,4.98,4.59,30.5,22,87.5
Tomme Mark,EDGE,,6014,304,5.16,4.7,26,,85.7
Jay Quitmeyer,EDGE,,6042,288,5.02,4.74,28.5,17,85.5
DaVonte Lambert,EDGE,,6015,279,4.89,4.63,24.5,20,85.5
Osazuwamen Igbinosun,EDGE,,6015,250,5.11,4.77,31,24,84.5
Taylor Royster,EDGE,,5097,257,5.2,4.51,30,28,82.5
Terrell Stanley,EDGE,,6012,268,5.27,4.9,28.5,22,79.6
Ricardo Williams,EDGE,,6037,259,5.32,4.68,28.5,12,78.3
Billy Davis,EDGE,,6021,225,5.09,4.35,27,12,77.1
Vince Hollerman,EDGE,,6007,238,5.03,4.84,26.5,18,76.8
Djwany Mera,EDGE,,6017,258,5.42,4.87,26,17,71.8
Marcus Dallas Jr.,EDGE,,6023,269,5.25,4.72,26.5,14,71.4
Drew Ott,EDGE,23.2,6044,273,,,,,
Jimmy Bean,EDGE,22.8,6050,264,,,,20,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Jimmy Bean,EDGE,22.8,6050,264,,,,20,
Darron Lee,OLB,20.9,6006,232,4.43,4.2,35.5,17,140.1
Leonard Floyd,OLB,24,6055,244,,4.32,39.5,,137.6
Joe Walker,LB,,6003,236,4.56,4.31,37.5,23,136.1
Travis Feeney,OLB,23.8,6035,230,4.5,4.42,40,,136.7
Will Ratelle,ILB,,5095,251,4.57,4.34,36,36,134
Jatavis Brown,OLB,,5107,227,4.44,4.31,35.5,33,134.7
Nicholas Grigsby,OLB,,6001,220,4.51,4.27,36.5,21,132.4
Aaron Wallace,OLB,,6023,242,4.59,4.27,36,25,132.3
Chris Edwards,OLB,,6011,218,4.54,4.32,37.5,,130.6
Micah Awe,ILB,,5111,216,4.67,4.27,39,16,129
Jason Whittingham,OLB,,6022,238,4.68,4.1,35.5,28,130
Kyrie Wilson,LB,,6015,225,4.6,4.43,40.5,23,128.8
Deion Jones,OLB,21.8,6007,222,4.39,4.26,35.5,16,129.3
Jordan Jenkins,OLB,22.2,6025,259,4.8,4.32,38,19,128.1
Manoa Pikula,ILB,,6005,234,4.57,4.23,36.5,24,127.1
Brandon Williams,OLB,,6050,256,4.72,4.46,37,24,127.8
Dominique Tovell,OLB,,6017,235,4.56,4.37,37.5,22,127.5
Keyen Lage,LB,,6020,230,4.62,4.32,36.5,18,126.5
Cory James,OLB,,6010,229,4.6,4.5,35,16,126.8
Devante Bond,OLB,,6011,235,4.68,4.36,37.5,21,125.9
Herbert Gamboa,OLB,,5112,212,4.59,4.3,38.5,,125.8
Joshua Perry,ILB,22.4,6036,254,4.68,,33.5,20,124.6
Jalen Jefferson,ILB,,6015,235,4.72,4.35,36.5,23,124.5
Tyler Roberts,OLB,,6014,224,4.71,4.14,36,18,124.8
Brandon Chubb,LB,,6001,235,4.68,4.22,33.5,23,124.5
Darreon Herring,ILB,,6012,228,4.75,4.25,34.5,15,123.7
Elandon Roberts,ILB,,5113,234,4.6,4.26,36,25,123.3
Nick Vigil,ILB,23,6023,239,4.72,4,31.5,,122.9
Tyler Marcordes,OLB,,6033,245,4.64,4.31,35,16,122.6
B.J. Goodson,OLB,23.3,6005,242,4.69,4.38,34.5,30,122.4
Quentin Gause,OLB,,6000,232,4.73,4.12,36,23,122.4
Najee Johnson,OLB,,6030,218,4.76,4.19,38.5,12,121.7
Ryan Langford,ILB,,6031,232,4.48,4.27,29.5,17,121
Trent Voss,OLB,,6024,232,4.69,4.28,35,25,121.1
Luke Rhodes,LB,,6015,236,4.71,4.32,35,29,120.9
Montese Overton,OLB,24.7,6016,223,4.61,4.33,34,18,120.4
Shakeel Rashad,OLB,,6017,237,4.64,4.42,34,23,120.2
Kevin Anderson,LB,,6023,240,4.78,4.34,34,,120.1
Myke Tavarres,LB,,6022,230,4.76,4.46,36.5,15,120.1
Kevin Brown,OLB,,6002,218,4.73,4,34,19,119.9
Kyler Fackrell,OLB,24.8,6050,245,4.72,,34.5,15,119.3
Kimble Jensen,OLB,,6014,217,4.63,4.38,35.5,28,118.7
Grant Campbell,ILB,,6002,229,4.61,4.41,37,25,118.8
Joe Schobert,OLB,22.8,6013,244,4.76,4.3,35.5,22,118.3
Blake Martinez,ILB,22.6,6015,237,4.71,4.2,34,22,118.4
Tashon Whitehurst,OLB,,6025,210,4.64,4.4,35.5,22,117.5
Nick Kwiatkoski,ILB,23.3,6020,243,4.73,4.22,32,19,117.7
Evan McKelvey,OLB,,6013,226,4.77,,34,19,117
Clay Dawson,OLB,,6032,236,4.74,4.49,35.5,24,116.8
Okezie Alozie,OLB,,5112,212,4.78,4.43,39.5,20,116.6
Jacob Lindsey,ILB,,6003,231,4.66,4.34,36,,117
Steve Longa,OLB,21.9,6005,241,4.73,4.21,32,21,116.5
Brandon Hutchison,OLB,,6012,240,4.76,4.29,36,25,116.3
Graham Stewart,ILB,,6006,232,4.73,,35,19,115.9
Frank Shannon,ILB,,6004,235,4.75,4.46,39,20,115.4
Dwayne Norman,OLB,,6001,230,4.63,4.43,34.5,19,114.6
Reggie Ragland,ILB,22.9,6012,247,4.72,4.28,31.5,,115.1
Beau Fitte,OLB,,5114,242,4.79,4.47,39.5,28,113.9
Christian French,OLB,,6050,249,4.75,4.3,33,,113.8
De'Vondre Campbell,OLB,23.2,6035,232,4.58,4.5,34,16,113.3
Trey Thomas,ILB,,5107,222,4.66,4.63,36.5,,113.6
Terrance Smith,ILB,23.3,6027,235,4.77,,34.5,19,113.3
Lamar Louis,OLB,,5102,224,4.6,4.38,33.5,26,112.3
Su'a Cravens,OLB,21.2,6006,226,4.66,4.24,30.5,16,112
Jovon Johnson,OLB,,6005,219,4.71,4.22,33,25,112
Jared Norris,ILB,23.1,6012,241,4.74,4.24,31.5,19,112.5
Jeremy Lutali,ILB,,5085,230,4.77,4.41,35.5,28,112.4
James Burgess,ILB,,6002,229,4.72,4.43,32.5,21,112.3
Kache Palacio,OLB,,6011,237,4.8,4.39,34,21,110.9
Tyrone Ward,OLB,,5117,227,4.66,4.41,34.5,23,110.8
Ryan Flannigan,ILB,,5114,230,4.7,4.34,32.5,,112
Joshua Thorne,OLB,,5116,230,4.67,4.45,34,19,109.7
Ivan McLennan,OLB,,6026,238,4.7,4.54,36,17,109.5
Patrick Onwuasor,OLB,,6001,213,4.62,4.6,36.5,24,108.6
Boomer Mays,ILB,,6000,238,4.82,4.35,34,20,109.8
Cassanova McKinzy,ILB,23.8,6010,248,4.83,4.37,,21,109.7
Tyson Coleman,OLB,,6003,235,4.75,4.37,34,19,108.1
Marquise Vann,ILB,,5117,231,4.71,4.25,30.5,25,109.3
Antonio Longino,ILB,,6020,235,4.69,4.52,31,23,108.9
Beniquez Brown,OLB,23.3,6006,229,4.69,4.28,31,18,107.2
Cory Littleton,OLB,22.8,6031,238,4.73,4.32,29.5,,107
Ejiro Ederaine,OLB,,6024,242,4.84,4.34,31.5,19,106.9
Kassan Messiah,OLB,,6040,236,4.88,4.54,32,20,103.8
Tyler Matakevich,OLB,23.7,6000,238,4.81,4.34,31,22,103.5
Joseph Peterson,ILB,,5115,231,4.8,4.47,34.5,25,105.5
Darien Harris,OLB,,5111,224,4.79,4.62,33.5,25,103.2
Justin Cooper,ILB,,6000,229,4.73,4.4,35.5,14,104.7
Desmond Morgan,OLB,,5117,231,4.91,4.19,32.5,21,102.5
Kentrell Brothers,OLB,23.6,6002,245,4.89,4.11,28.5,19,102.5
Scooby Wright III,ILB,22,5116,239,4.88,4.47,35,22,104.6
Dwight Trammer,ILB,,6002,231,4.73,4.47,30.5,25,104.6
Nathan Broussard,ILB,,6027,240,4.88,4.34,30,14,104.4
Nick Gilbo,ILB,,5114,231,4.76,4.45,32,20,104.2
Anthony Sarao,ILB,,5111,219,4.86,4.35,35.5,22,103.9
Darryl Monroe,ILB,,6010,227,4.87,4.62,34,24,103.8
Khalid Henderson,ILB,,6004,234,4.77,4.49,30,17,103.7
Anthony Swain,ILB,,6013,245,4.73,4.54,32.5,12,103.6
Dewayne Beckford,ILB,,6003,239,4.7,4.56,33.5,30,103.4
Ronny Vandyke,OLB,,6027,211,4.74,4.58,33.5,,100.7
Justin Garrett,OLB,,6010,226,4.75,,31,28,100.7
Jeremiah Allison,OLB,,6004,228,4.89,4.44,35.5,20,100.5
SteveO Michel,OLB,,6005,232,4.75,4.53,31,14,100.5
Chase Murdock,ILB,,5116,230,4.85,4.38,32.5,34,102.9
Jovan Santos-Knox,ILB,,6022,236,4.81,4.47,32,12,102.8
Jeff Schoettmer,ILB,,6010,233,4.77,4.37,30,20,102.8
Josh Gordon,OLB,,6004,246,4.91,4.5,33,16,99.2
Deon Clarke,OLB,,6013,205,4.81,4.51,34.5,9,98.9
Eric Striker,OLB,22.9,5113,227,4.8,4.46,30,23,98.4
Cole Fisher,OLB,,6024,235,4.83,4.4,33,21,97.8
Josh Forrest,ILB,24.5,6031,249,4.83,4.38,30.5,11,100
Hunter Kissinger,ILB,,6020,228,4.76,4.48,29.5,19,99.9
Great Ibe,ILB,,6000,232,4.76,4.43,29.5,24,99.7
Lance Williams,OLB,,6001,230,4.82,4.45,32,21,96.4
Gionni Paul,OLB,23.5,5101,231,4.97,4.49,35,22,96.2
Zack Bullock,OLB,,6034,219,4.9,4.54,33,13,96.1
Quentin Harton,OLB,,5097,227,4.67,4.56,28.5,19,95.7
Kris Frost,OLB,23.9,6021,240,4.97,4.52,31.5,,95.4
Zeek Bigger,ILB,,6005,231,4.81,4.35,31.5,21,98.3
Dillon Lee,OLB,,6035,240,4.84,4.37,31,20,95
Julian Gener,ILB,,5110,216,4.82,4.71,34.5,17,97.8
Nick Thomason,ILB,,6005,235,4.81,4.63,33.5,19,97.1
Royce Jenkins-Stone,OLB,,6010,238,5,4.49,30.5,25,93.8
Jake Ganus,ILB,,6016,232,4.85,,30.5,15,97.1
Steven Daniels,ILB,23.7,5114,243,4.86,4.54,32,16,96.7
Oliver Vigille,OLB,,6013,240,4.86,4.65,28.5,21,92.9
P.L. Lindley,OLB,,6010,244,4.89,4.59,30.5,13,92.8
Joe Bolden,ILB,,6012,230,4.95,4.5,35,17,95.3
Kaiwan Lewis,ILB,,6005,226,4.95,4.53,32,19,94.9
Stephen Hodge,OLB,,6003,211,4.82,4.43,28,16,90.7
Travis Pitzonka,ILB,,6000,230,4.83,4.58,32.5,24,94.2
Herbert Harris,ILB,,5116,252,4.89,4.53,35,15,94
Jeremiah Kose,ILB,,6002,223,4.8,4.43,33.5,19,93.7
Michael Ayers,OLB,,6013,247,5.1,4.57,30,24,89.1
Sir Thomas Jackson,OLB,,5102,209,4.72,4.53,29.5,9,88.4
Dylan Evans,OLB,,6013,207,4.77,4.66,28,11,88.4
Tre James,ILB,,6005,240,4.9,4.44,28.5,24,92.1
Brian Anderson,ILB,,5107,230,4.96,4.5,30.5,16,91.3
Kyril Threats,ILB,,6007,224,4.9,4.7,32,16,89.1
Cody Robinson,OLB,,6005,204,4.98,4.5,30,,84.3
Kendrick Van Ackeren,OLB,,5112,211,4.94,4.6,33,14,83.8
David Santos,ILB,,5112,231,4.9,4.55,31.5,17,88.1
Stephon Font-Toomer,ILB,,5112,226,4.83,4.52,33,14,88
Jeton Beavers,OLB,,6041,279,5.16,4.83,27.5,18,83.1
Nate D. Smith,OLB,,5106,247,4.98,4.59,28.5,20,83
Ricky Wyatt,ILB,,5104,230,4.78,4.51,29.5,17,87.4
Melvin King,ILB,,6021,232,5.05,4.89,31,19,86.6
Simon Poti,ILB,,5112,208,4.99,4.57,30,17,85.1
Armstead Williams,ILB,,6021,226,4.95,4.63,28.5,18,85.1
Pete Robertson,OLB,,6022,233,5.12,4.52,28.5,21,79.9
Dominique Alexander,ILB,21.4,6002,232,4.76,4.57,28.5,17,84.2
J.R. Plote,OLB,,6016,228,4.92,4.62,28,17,78.7
Trey Seals,ILB,,6025,217,5.05,4.71,31,,83.6
Eric Finney,OLB,,5112,205,4.85,4.92,31,12,78.1
Jonathan Gonell,ILB,,5105,213,4.88,4.71,,19,83.3
Errik Manning,ILB,,6003,230,4.89,4.94,30.5,29,82.9
Dale Pierson,OLB,,6016,245,4.98,4.6,28,19,77.2
Jesse Hayes,ILB,,6024,239,5.19,4.51,31,15,81.6
Jamaal Rose,ILB,,6010,220,4.89,4.59,27.5,15,81.2
Benetton Fonua,ILB,,6003,222,4.84,4.46,28.5,18,81
James Ross,OLB,,5112,232,5.01,4.62,26,22,74.5
Rasheen Lemon,ILB,,6004,230,5.21,4.7,32,13,79.9
DeVante Strickland,ILB,,6001,251,4.99,4.53,29,16,79.8
Dawson Wells,ILB,,5111,234,4.84,4.72,28.5,20,79.5
Connor Healy,ILB,,5115,213,5.21,4.54,32,19,79.4
Damon Watkins,ILB,,5107,230,4.91,4.65,,,79.1
Anthony Harrell,ILB,,6005,233,4.99,4.56,26.5,22,78.9
Lamar Dawson,ILB,,6013,228,4.94,4.62,27.5,,78.8
Antonio Morrison,ILB,,6010,232,5.1,4.64,30,23,78.4
Jake Fely,ILB,,5087,223,4.89,4.57,29.5,11,77.7
John Appiah,ILB,,5105,250,5.19,4.72,29.625,17,77.7
Trey McGowan,ILB,,5112,233,5.19,4.56,28,,76.4
Jerrid Jeter-Gilmon,ILB,,6004,228,5.03,4.61,28,14,76
Justin Owens,ILB,,6006,226,5.18,4.52,29,14,75.6
Akeem Lewis,ILB,,6002,237,5.13,4.95,29.25,19,74.5
Brandon Keel,ILB,,6000,230,5.22,4.77,28.5,14,73.3
Blake Dees,ILB,,6000,257,5.13,4.66,27.5,22,72.3
Travis Blanks,OLB,,6005,201,5,4.65,26,14,63.6
Tim Hamilton,ILB,,6002,251,5.18,4.65,26,12,67.7
C.J. Johnson,ILB,24.3,6013,234,4.81,4.52,,,
Curt Maggitt,OLB,23.6,6032,247,,,,,
Jaylon Smith,OLB,21.2,6020,223,,,,,
Myles Jack,OLB,21,6010,245,,,40,19,
Raphael Kirby,ILB,23,6002,236,,,,27,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Raphael Kirby,ILB,23,6002,236,,,,27,
Jalen Ramsey,CB,21.9,6012,209,4.41,4.18,41.5,14,142.8
Ian Wells,CB,,5104,199,4.49,4.08,41,,140.3
Vernon Hargreaves,CB,21.2,5104,204,4.5,3.98,39,15,137.2
Bruce Dukes,CB,,5095,195,4.51,4.13,39,11,132.9
James Bradberry,CB,23.1,6006,211,4.5,4.21,36,16,132.2
Cheatham Norrils,CB,,5106,191,4.6,4.2,40.5,20,132
Lewis Hill,CB,,5086,187,4.49,4.27,43,18,131.5
Josh Hawkins,CB,,5104,189,4.39,4.09,40.5,14,129.2
Eric Murray,CB,22.7,5105,199,4.49,4.05,39.5,15,128.9
Aaron Sibley,CB,,5092,173,4.59,4.04,41,13,128.1
Kishon Wilcher,CB,,5070,180,4.52,4.09,41.5,19,128
Xavien Howard,CB,23.2,6001,201,4.44,4.15,38.5,11,127.8
Adairius Barnes,CB,,5116,179,4.55,4.08,41.5,14,126.8
Blake Countess,CB,,5096,184,4.53,4.15,36.5,21,126.4
Tre Jones,CB,,5100,194,4.56,4.26,37,14,126
Dillion Winfrey,CB,,5065,172,4.38,4.14,39,17,125.6
Daniel Davie,CB,,6004,190,4.41,4.13,39,9,125.5
DeAndre Elliott,CB,23.8,6007,188,4.55,3.94,41,12,125.3
Josh Burch,CB,,5110,184,4.58,4.34,41,13,124.8
Keith Baxter,CB,,5106,191,4.39,4.4,37.5,17,124.4
Kalan Reed,CB,,5111,192,4.49,4.17,41.5,11,123.7
Trevor Williams,CB,,5102,191,4.41,4.15,35.5,16,122.8
Maurice Canady,CB,,6010,193,4.49,4.09,38,17,122.1
Jonathan Jones,CB,22.9,5091,186,4.33,4.25,36,19,121.8
C.J. Smith,CB,,5110,188,4.59,4.13,39,7,121.4
Tavon Young,CB,22.5,5091,183,4.46,3.93,34.5,13,120.8
Winston Rose,CB,,5112,177,4.47,4.22,36,10,120.4
RaChard Pippens,CB,,6005,204,4.56,4.3,35,15,120
Kevon Seymour,CB,22.8,5114,186,4.39,4.18,35,12,119.8
Ryan Smith,CB,23,5110,189,4.47,4.09,36,18,119.1
De'Vante Harris,CB,23.2,5105,176,4.56,4.06,38.5,,119
Morgan Burns,CB,,5103,200,4.4,4.15,32.5,21,118.1
Jordan Batiste,CB,,5086,181,4.55,4.32,39.5,15,118
Bryson Abraham,CB,,5087,183,4.54,4.19,41,18,117.9
Dylan Chatman,CB,,5104,177,4.61,4.12,39.5,6,117.6
Juston Burris,CB,23.1,6002,212,4.53,4.4,36.5,19,117.1
Charles Washington,CB,,5102,190,4.48,4.48,41,18,117.1
Corey Tindal,CB,,5092,187,4.47,4.2,34.5,9,116.1
Warren Gatewood,CB,,5115,185,4.51,,36.5,16,116.1
Ken Crawley,CB,23.6,6003,187,4.43,4.3,36.5,7,116.1
Sean Draper,CB,,5106,191,4.59,4.22,34.5,16,115.7
Mackensie Alexander,CB,22.8,5103,190,4.49,4.21,37.5,11,115.3
Asante Gibson,CB,,5081,203,4.54,4.42,38.5,27,115.2
Trey Caldwell,CB,,5087,188,4.51,4.19,33.5,12,114.9
LaMarcus Farmer,CB,,5096,177,4.55,4.2,34.5,12,114.9
Cranston Jones,CB,,5081,166,4.42,4.34,35,,114.9
Makinton Dorleant,CB,,5116,177,4.35,4.51,39,16,114.9
Naji Patrick,CB,,5077,191,4.54,4.26,37,14,114.8
Duke Thomas,CB,,5100,184,4.44,4.21,34.5,17,114.6
Anthony Brown,CB,22.7,5112,192,4.35,4.19,35,19,114.4
Lafayette Pitts,CB,,5100,190,4.44,4.27,33.5,21,114.4
Darrell Williams,CB,,5097,194,4.42,4.3,36,17,114.3
D.J. White,CB,23,5107,193,4.49,4.33,34,17,114.2
Michael Hunter,CB,,5117,186,4.4,4.29,38.5,17,114.1
Daryl Worley,CB,21.5,6006,204,4.64,4.15,35.5,14,113.6
Brandon Williams,CB,24,5113,197,4.37,4.19,30.5,18,113.3
Kevin Peterson,CB,22.4,5103,181,4.55,4.31,35.5,14,113.1
Darius Hillary,CB,,5104,183,4.55,4.34,35,8,113
Julian Whigham,CB,,6003,199,4.58,4.28,37,9,112.7
Cyrus Jones,CB,22.8,5097,197,4.49,4.21,33,10,112.7
LeShaun Sims,CB,,6004,203,4.53,4.19,37,11,112.2
Deiondre' Hall,CB,22.3,6015,199,4.68,4.06,37,,112.1
Briean Boddy-Calhoun,CB,23.6,5094,193,4.47,4.22,35,10,111.8
Juwan Haynes,CB,,6000,192,4.5,4.18,33.5,15,111.7
Jordan Sefon,CB,,5111,192,4.54,4.37,37.5,11,111
VAngelo Bentley,CB,,5082,193,4.57,4.51,38.5,18,110.9
William Jackson III,CB,23.8,6003,189,4.37,4.32,,10,110.8
Kenya Dennis,CB,,5105,200,4.51,4.35,36,17,110.6
Paris Logan,CB,,5091,196,4.57,4.23,36,9,109.8
Randall Jette,CB,,5111,193,4.65,4.41,37,14,109.4
Zack Sanchez,CB,22.9,5107,185,4.5,4.51,35.5,19,109.1
Frankie Williams,CB,,5092,186,4.51,4.27,33.5,19,108.7
John Senter,CB,,5075,169,4.64,4.27,37,17,108.7
John Tidwell,CB,,5112,199,4.57,4.44,34.5,,108.7
Jonathan Rose,CB,,6011,193,4.62,4.31,35.5,5,108.6
Cleveland Wallace,CB,22.6,5106,188,4.6,4.25,37,7,108.5
Marqus Baker,CB,,5096,180,4.5,4.4,34.5,16,108.5
Christian Dukes,CB,,5080,187,4.64,4.38,35,17,108.2
Tyrell Bolden,CB,,5106,184,4.52,4.41,35.5,18,107.9
Chris Milton,CB,,5103,187,4.4,4.4,34,13,107.8
Micheal Lilly,CB,,5083,171,4.49,4.34,37,14,107.6
Josh Atkinson,CB,,5115,192,4.46,4.61,36,16,107.1
Arjen Colquhoun,CB,,6003,188,4.59,4.29,37,,106.9
Brett Layton,CB,,5114,200,4.55,4.25,30.5,14,106.6
Lloyd Carrington,CB,,5107,194,4.6,4.34,34,14,106.4
Deangelo James,CB,,5084,170,4.44,4.47,35,13,106.4
Larry Scott,CB,,5112,194,4.58,4.23,34,18,106
Ray Tillman,CB,,5104,185,4.72,4.38,37.5,9,106
Wayne Lyons,CB,,5106,190,4.58,4.38,35.5,12,106
Artie Burns,CB,21.3,5117,193,4.46,,31.5,,105.7
Robert Porter,CB,,5096,186,4.46,4.25,34.5,18,105.6
Terrell Burt,CB,,5082,179,4.48,4.36,33,8,105.5
Pierre Romain,CB,,5072,170,4.46,4.4,36,17,105.4
Stefon Armstead,CB,,5101,179,4.79,4.34,37.5,13,103.9
Kris Givens,CB,,5086,174,4.64,4.34,35.5,10,103.6
Taveze Calhoun,CB,23.7,6003,192,4.58,4.5,35.5,14,103.6
David Mims II,CB,,5095,184,4.55,4.16,35.5,5,103.3
Jimmy Pruitt,CB,23.8,5115,198,4.65,4.38,32.5,19,102.9
Trevor Baker,CB,,6015,190,4.62,4.63,37,12,102.7
Solomon St. Pierre,CB,,5096,183,4.65,4.47,34,13,102.4
Kweishi Brown,CB,,5107,207,4.75,4.3,31,16,100.4
Solomon Means,CB,,6004,184,4.58,4.46,32,5,100.1
Harlan Miller,CB,,5117,182,4.57,4.42,35.5,6,99.9
Brian Poole,CB,,5095,209,4.5,4.43,29,,99.7
Izauea Lanier,CB,,5115,188,4.6,4.28,32.5,12,99.4
Sam Richardson,CB,,5071,173,4.55,4.4,36.5,,99.3
Rashard Robinson,CB,21.1,6014,171,4.4,4.5,35.5,5,97.6
Jermaine Hough,CB,,5086,187,4.78,4.46,35.5,16,97.4
Fred Wilson,CB,,5112,174,4.71,4.45,34.5,7,97.3
Ronnie Davis,CB,,5111,191,4.72,4.46,34,7,97.2
Ryan Dillard,CB,,5085,180,4.8,4.52,37,17,97
Stanley Absanon,CB,,5102,183,4.76,4.23,32,8,97
Demundre Freeman,CB,,5105,177,4.76,4.39,31.5,11,96.5
Nate Jackson,CB,,5096,182,4.71,4.21,33.5,7,95.8
Ronnie Harris,CB,,5087,174,4.8,4.32,34.5,10,95.7
Nate Harris,CB,,5084,180,4.56,4.29,33,17,95.6
Cody Quinn,CB,,5097,176,4.52,4.51,33,11,94.7
A.J. Battle,CB,,6001,176,4.69,4.3,34.5,7,93.1
NeQuan Phillips,CB,,5091,191,4.66,4.7,34.5,19,93.1
DaQuan Minter,CB,,5111,189,4.67,4.55,33,11,92.6
Demetrious Nicholson,CB,,5092,185,4.77,4.28,32,10,92.4
Rumeal Harris,CB,,5082,179,4.67,4.32,31,9,91.3
Darius White,CB,,5112,179,4.56,4.6,32.5,5,91
Leondre Simmon,CB,,5112,198,4.79,4.56,31.5,13,90.8
Donnie Duncan,CB,,5107,187,4.64,4.43,31,13,90
Miketavius Jones,CB,,5097,173,4.54,4.56,31.5,16,89.9
Chris Davis,CB,,5084,166,4.69,4.43,33.5,4,89.8
Alex Gildon,CB,,6012,169,4.69,4.64,36.5,6,89.4
Brandon Mobley,CB,,5091,173,4.82,4.39,33,,89.4
Bennett Okotcha,CB,,5111,186,4.61,4.44,30,10,88.2
DaTwane Harris,CB,,5100,161,4.81,4.59,33.5,,86.1
Chris Tyler,CB,,6014,199,4.75,4.43,31.5,13,86
Jevante Watson,CB,,5102,185,4.62,4.51,31,,85.6
Martavis Moore,CB,,5084,192,4.74,4.43,31.5,10,83.4
Jabriel Washington,CB,,5101,175,4.66,4.38,30.5,8,83.2
Ryan Pollard,CB,,5073,175,4.81,4.37,33,11,82.9
Trenton Coles,CB,,6021,192,4.66,4.48,27.5,10,82.8
Jordan Hill,CB,,5084,174,4.86,4.5,33.5,12,82.7
Jocelyn Borgella,CB,,5062,187,4.69,4.56,31.5,16,82
Je Ryan Butler,CB,,5086,192,4.81,4.65,28.5,,78.5
Kenneth Lynn,CB,,5097,172,4.77,4.52,30,4,76.5
Ayo Ogunniyi,CB,,5114,196,4.98,4.49,30.5,,75.7
E.J. May,CB,,5096,194,4.81,4.69,30,13,74.1
James Davis,CB,,5072,174,4.72,4.81,33,12,73.7
Margo Reed,CB,,5065,169,4.59,4.6,27.5,5,69.6
Eli Apple,CB,21.1,6005,199,4.4,4.08,,13,
Keivarae Russell,CB,22.9,5111,192,,,,17,
Kendall Fuller,CB,21.5,5114,187,,,,15,
Will Redmond,CB,22.7,5106,182,,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Will Redmond,CB,22.7,5106,182,,,,,
Justin Simmons,FS,22.8,6023,202,4.53,3.85,40,16,138.7
D.J. Hunter,SS,,5111,205,4.38,4.2,39.5,14,140.6
Jordan Lucas,SS,23.1,5115,201,4.45,4.19,38.5,,135.7
Junior Lee,SS,,6002,212,4.5,4.06,37,19,134.9
Sean Davis,SS,22.9,6010,201,4.46,3.97,37.5,21,134.6
